product_code,product_name,stock_qty,rate,mrp,batch_no,expiry_date,strip_size,pack_number,unit_label,invoice_number,purchase_date,purchase_bill_no,supplier_code,distributor_name,distributor_address,drug_license_1,gstin,phone
57330,SHARKOFEROL PET 200GM,1,122.03,180,AN5568002,2027-03-01,1,1,,4779,2026-01-09,25-26/0000476,10302,english pharma,,,,
45923,SHARKOL 200 ML,1,125,150,138,2027-09-01,1,1,,4779,2026-01-09,25-26/0000476,10302,english pharma,,,,
64471,CFLOX TZ BOLUS,4,50,65,CF2539,2027-06-01,2,2,,4779,2026-01-09,25-26/0000476,10302,english pharma,,,,
45904,OSSOMIN SUSP 450 ML,2,152,190,COV25106,2027-06-01,1,1,,4779,2026-01-09,25-26/0000476,10302,english pharma,,,,
45909,AGRIMIN FORTE 1 KG,1,184,230,RN2251,2027-06-01,1,1,,4779,2026-01-09,25-26/0000476,10302,english pharma,,,,
44913,ACENEXT 100,141,10,20,JKAA25003,2027-03-01,10,10,,1103,2026-01-09,25-26/0000477,10283,MADHAVI ENTERPRISES,,,,9496360332
64473,MINOLAST KID SYP,4,38.3,60,MKD25002,2027-02-01,1,1,,1103,2026-01-09,25-26/0000477,10283,MADHAVI ENTERPRISES,,,,9496360332
46132,NIPPLE S (SMALL WONDER),6,21,28,25-02-03,2027-02-01,1,1,,1103,2026-01-09,25-26/0000477,10283,MADHAVI ENTERPRISES,,,,9496360332
43818,DERMIFORD OINT,4,33,70,DLWG5008,2026-12-01,1,1,,1103,2026-01-09,25-26/0000477,10283,MADHAVI ENTERPRISES,,,,9496360332
44618,METNIZID DG GEL,2,22,45,DLTK5001,2027-03-01,1,1,,1103,2026-01-09,25-26/0000477,10283,MADHAVI ENTERPRISES,,,,9496360332
44448,REBOZEN DSR,100,24,40,REB402J,2026-09-01,10,10,,1103,2026-01-09,25-26/0000477,10283,MADHAVI ENTERPRISES,,,,9496360332
59964,CYCLOPAM SUSP 60ML,2,73.57,95,25330110,2028-01-01,1,1,,LP-25-50693,2026-01-08,25-26/0000470,1203,LINK PHARMA,KANNUR,,32AABFT3905A1ZK,
57425,ROSUVIA 10,300,16.25,30,MOT25074,2027-03-01,15,15,,A002677,2026-01-08,25-26/0000478,10296,alka associates,,,,
57586,NURO LC,100,16.5,70,MHT-24448,2026-11-01,10,10,,A002677,2026-01-08,25-26/0000478,10296,alka associates,,,,
57618,EPLEREZONE 25,20,92.5,130,25S3GTA126,2027-01-01,10,10,,A002677,2026-01-08,25-26/0000478,10296,alka associates,,,,
57185,VONOSTRUM 10,50,43.25,80,SVA251001,2027-09-01,10,10,,A002677,2026-01-08,25-26/0000478,10296,alka associates,,,,
64474,NAYANTOB E/D,3,68.57,85,25094,2027-05-01,1,1,,2500173005094,2026-01-07,25-26/0000479,10268,FATHIMA MATHA MEDICALS,,,,
58883,VOLINI GEL 30GM,1,121.9,160,SXG1592A,2027-06-01,1,1,,2500173005094,2026-01-07,25-26/0000479,10268,FATHIMA MATHA MEDICALS,,,,
64377,VOLINI SPRAY 15GM,1,59.29,78,CSC0023,2027-05-01,1,1,,2500173005094,2026-01-07,25-26/0000479,10268,FATHIMA MATHA MEDICALS,,,,
57285,MOOV SPRAY 15G,3,77.5,90,B5113A4,2027-09-01,1,1,,2500173005094,2026-01-07,25-26/0000479,10268,FATHIMA MATHA MEDICALS,,,,
45561,CIPLADINE POWDER,5,30,50,N0250013,2027-12-01,1,1,,2500173005094,2026-01-07,25-26/0000479,10268,FATHIMA MATHA MEDICALS,,,,
57030,CHLORAGESIC E/D,3,37.5,48,11224,2026-04-01,1,1,,2500173005094,2026-01-07,25-26/0000479,10268,FATHIMA MATHA MEDICALS,,,,
44920,BREATH EAZY 200,2,155.44,190,A056725,2027-11-01,1,1,,2500173005094,2026-01-07,25-26/0000479,10268,FATHIMA MATHA MEDICALS,,,,
57444,FEEDING BOTTLE 125ML MUZEE,2,72,110,24-03-02,2031-12-01,1,1,,2500173005094,2026-01-07,25-26/0000479,10268,FATHIMA MATHA MEDICALS,,,,
57392,MEFTAL SPAS TAB,56,37.14,50,YMS24174,2027-07-01,10,10,,2500173005094,2026-01-07,25-26/0000479,10268,FATHIMA MATHA MEDICALS,,,,
44300,CALAMIN LOTION,1,20,50,CE135,2028-05-01,1,1,,2500173005094,2026-01-07,25-26/0000479,10268,FATHIMA MATHA MEDICALS,,,,
57422,KETOKEM SOAP,1,50,80,KKS25222ED,2028-05-01,1,1,,2500173005094,2026-01-07,25-26/0000479,10268,FATHIMA MATHA MEDICALS,,,,
45626,EMIN TAB,46,7,20,GC955008,2028-07-01,10,10,,2500173005094,2026-01-07,25-26/0000479,10268,FATHIMA MATHA MEDICALS,,,,
56827,ELADI LEHYAM 100G,3,64.29,90,B1214,2027-01-01,1,1,,2500173005094,2026-01-07,25-26/0000479,10268,FATHIMA MATHA MEDICALS,,,,
43747,ORTHOHERB 30,1,141.27,178,A015925,2028-05-01,1,1,,2500173005094,2026-01-07,25-26/0000479,10268,FATHIMA MATHA MEDICALS,,,,
45143,BAND AID,200,1,2,MM24-111,2028-05-01,1,1,,2500173005094,2026-01-07,25-26/0000479,10268,FATHIMA MATHA MEDICALS,,,,
64477,NEELABRINGADI OIL KALAN`S,2,130,165,749,2028-10-01,1,1,,2500173005094,2026-01-07,25-26/0000479,10268,FATHIMA MATHA MEDICALS,,,,
56833,NASAL INHALER AMRUTANJAN ,18,35,45,H2125052,2027-08-01,1,1,,2500173005094,2026-01-07,25-26/0000479,10268,FATHIMA MATHA MEDICALS,,,,
61148,AMRUTHANJAN  ROLL ON 20RS,14,16.67,20,3004,2027-04-01,1,1,,10629,2026-01-10,25-26/0000480,10315,AMALA STATIONERY,ANGADIKADAVU,,,
57001,DOVE SOAP,1,51.43,58,9603,2028-06-01,1,1,,10629,2026-01-10,25-26/0000480,10315,AMALA STATIONERY,ANGADIKADAVU,,,
61128,VASELINE 20GM,5,43.22,55,2712,2028-06-01,1,1,,10629,2026-01-10,25-26/0000480,10315,AMALA STATIONERY,ANGADIKADAVU,,,
56998,SENSODYNE BRUSH 31,1,24.762,31,9603,2028-06-01,1,1,,10629,2026-01-10,25-26/0000480,10315,AMALA STATIONERY,ANGADIKADAVU,,,
56981,PAMPERS L 5`S,2,79.05,105,9619,2028-06-01,1,1,,10629,2026-01-10,25-26/0000480,10315,AMALA STATIONERY,ANGADIKADAVU,,,
57853,ENCHANTER TALC 75GM,1,80,106,3304,2028-06-01,1,1,,10629,2026-01-10,25-26/0000480,10315,AMALA STATIONERY,ANGADIKADAVU,,,
57410,COLGATE 100GM,3,60,70,3306,2028-06-01,1,1,,10629,2026-01-10,25-26/0000480,10315,AMALA STATIONERY,ANGADIKADAVU,,,
57045,PAMPERS M 12`S,1,161.9,196,9619,2028-06-01,1,1,,10629,2026-01-10,25-26/0000480,10315,AMALA STATIONERY,ANGADIKADAVU,,,
64479,BABY WIPES MEEMEE,4,70,100,B250279,2027-05-01,1,1,,405-7875344-4372316,2026-01-03,25-26/0000462,10325,AMAZON,,,,
64480,BABY WIPES LITTLES SOFT CLEANSING,2,85,120,LWHF148,2027-08-01,1,1,,405-7875344-4372316,2026-01-03,25-26/0000462,10325,AMAZON,,,,
64481,CETAPHIL BABY CLEANSING BAR 100GM,5,185,205,GCB25005,2026-12-01,1,1,,405-7875344-4372316,2026-01-03,25-26/0000462,10325,AMAZON,,,,
64483,COLGATE KIDS 6+ BARBIE 80G,2,140,175,B06,2027-11-01,1,1,,405-7875344-4372316,2026-01-03,25-26/0000462,10325,AMAZON,,,,
64484,COLGATE KIDS 6+ GLOW IN DARK  80G,2,140,175,B22,2027-09-01,1,1,,405-7875344-4372316,2026-01-03,25-26/0000462,10325,AMAZON,,,,
64485,COLGATE KIDS (6-9)  80G,1,190,225,B08,2027-11-01,1,1,,405-7875344-4372316,2026-01-03,25-26/0000462,10325,AMAZON,,,,
64486,COLGATE KIDS (3-5)  80G,1,190,225,B07,2027-11-01,1,1,,405-7875344-4372316,2026-01-03,25-26/0000462,10325,AMAZON,,,,
44733,DETTOL  550 ML,2,225.29,260,3277930,2029-02-01,1,1,,2660,2026-01-10,25-26/0000481,10332,KAIRALI PHARMA&SURGICALS,,,,
44732,DETTOL  60 ML,3,36.05,41,3277928,2029-03-01,1,1,,2660,2026-01-10,25-26/0000481,10332,KAIRALI PHARMA&SURGICALS,,,,
45629,GLUCOSE D 50GM,5,11.5,20,241156,2026-10-01,1,1,,2660,2026-01-10,25-26/0000481,10332,KAIRALI PHARMA&SURGICALS,,,,
64488,HENNA POWDER ,6,29.2,50,E01,2026-05-01,1,1,,2660,2026-01-10,25-26/0000481,10332,KAIRALI PHARMA&SURGICALS,,,,
64489,ITCH GUARD CREAM 12G,1,57.1,67,A1073,2028-07-01,1,1,,2660,2026-01-10,25-26/0000481,10332,KAIRALI PHARMA&SURGICALS,,,,
57023,MOOV OINT 20GM,2,97.62,123,A1278,2028-02-01,1,1,,2660,2026-01-10,25-26/0000481,10332,KAIRALI PHARMA&SURGICALS,,,,
64490,NEO CRACK CREAM,2,51.5,95,G181,2027-03-01,1,1,,2660,2026-01-10,25-26/0000481,10332,KAIRALI PHARMA&SURGICALS,,,,
56776,SAIBOL 15GM,5,39,48,I-25017,2027-04-01,1,1,,2660,2026-01-10,25-26/0000481,10332,KAIRALI PHARMA&SURGICALS,,,,
64491,CIPOFRESH MOUTH ULCER GEL,1,60,75,N0250210,2027-02-01,1,1,,2660,2026-01-10,25-26/0000481,10332,KAIRALI PHARMA&SURGICALS,,,,
64492,GILLETTE PRESTO 4+1,3,78,98,5318786Z0,2029-11-01,1,1,,405-7875344-4372316,2026-01-03,25-26/0000462,10325,AMAZON,,,,
64493,NIVEA CREME 100ML,1,200,261,B54616650,2028-04-01,1,1,,405-7875344-4372316,2026-01-03,25-26/0000462,10325,AMAZON,,,,
64494,SQUEEZ FEEDER SILICON,2,175,250,SQFEEDER,2029-01-11,1,1,,405-7875344-4372316,2026-01-03,25-26/0000462,10325,AMAZON,,,,
64482,FEEDING BOTTLE AVENT PHILIPS 125ML,3,410,490,SCY900,2028-06-01,1,1,,405-7875344-4372316,2026-01-03,25-26/0000462,10325,AMAZON,,,,
64496,LIP BALM NIVEA 24H+ 4.8GM,1,125,166,BCNM0050,2028-07-01,1,1,,405-7875344-4372316,2026-01-03,25-26/0000462,10325,AMAZON,,,,
64497,STETHOSCOPE DR. MOREPEN,2,280,450,ST01AKK017,2029-11-01,1,1,,405-7875344-4372316,2026-01-03,25-26/0000462,10325,AMAZON,,,,
57404,REMIUM F 5/160,160,19.5,40,CMT25-0392,2027-06-01,10,10,,25000730019512,2026-01-07,25-26/0000482,10312,JANATHA PHARMA,MANGLORE,KA-MN1-245544,29EKIPS0746F1ZT,
57550,NIFEDULE RT 30,105,48,75,SPT251434,2027-05-01,15,15,,25000730019512,2026-01-07,25-26/0000482,10312,JANATHA PHARMA,MANGLORE,KA-MN1-245544,29EKIPS0746F1ZT,
44772,ROLL BANDAGE 10X3,45,40,100,335,2030-01-01,10,10,,25000730019512,2026-01-07,25-26/0000482,10312,JANATHA PHARMA,MANGLORE,KA-MN1-245544,29EKIPS0746F1ZT,
45177,ROLL BANDAGE 5X3,49,20,50,335,2030-11-01,10,10,,25000730019512,2026-01-07,25-26/0000482,10312,JANATHA PHARMA,MANGLORE,KA-MN1-245544,29EKIPS0746F1ZT,
45537,ROLL BANDAGE 7.5X3,4,30,70,335,2030-01-01,10,10,,25000730019512,2026-01-07,25-26/0000482,10312,JANATHA PHARMA,MANGLORE,KA-MN1-245544,29EKIPS0746F1ZT,
56958,PREPROBIOTICS,82,30,50,AMN01FBA,2027-07-01,10,10,,25000730019512,2026-01-07,25-26/0000482,10312,JANATHA PHARMA,MANGLORE,KA-MN1-245544,29EKIPS0746F1ZT,
57514,SEIZMET G2 FORTE ,119,24.47,55,STY25002,2027-05-01,15,15,,25000730019512,2026-01-07,25-26/0000482,10312,JANATHA PHARMA,MANGLORE,KA-MN1-245544,29EKIPS0746F1ZT,
64499,GLIMIN MF 850/3,20,21,60,ST 25-2229,2027-06-01,10,10,,25000730019512,2026-01-07,25-26/0000482,10312,JANATHA PHARMA,MANGLORE,KA-MN1-245544,29EKIPS0746F1ZT,
56718,ST GLIPTIN 100/500,60,41.32,90,SIBP25379,2027-05-01,15,15,,25000730019512,2026-01-07,25-26/0000482,10312,JANATHA PHARMA,MANGLORE,KA-MN1-245544,29EKIPS0746F1ZT,
56753,TENAGE MF,50,87,120,T4077,2026-07-01,10,10,,25000730019512,2026-01-07,25-26/0000482,10312,JANATHA PHARMA,MANGLORE,KA-MN1-245544,29EKIPS0746F1ZT,
63362,LUVLAP DIAPER PANT XL 6`S,3,54.45,92.81,LLEXL7/0524,2026-09-01,1,1,,25000730019512,2026-01-07,25-26/0000482,10312,JANATHA PHARMA,MANGLORE,KA-MN1-245544,29EKIPS0746F1ZT,
56730,DEFRACKET 6,1,25,50,SHH-2401,2026-08-01,10,10,,25000730019512,2026-01-07,25-26/0000482,10312,JANATHA PHARMA,MANGLORE,KA-MN1-245544,29EKIPS0746F1ZT,
64499,GLIMIN MF 850/3,100,21,60,ST25-3713,2027-09-01,10,10,,25000730019512,2026-01-07,25-26/0000482,10312,JANATHA PHARMA,MANGLORE,KA-MN1-245544,29EKIPS0746F1ZT,
46244,COTTON 50G,8,24.58,50,368-01,2028-05-01,1,1,,250017300965,2026-01-12,25-26/0000483,10322,MED WORLD PHARMA,,,,
64503,NOZYREST NASAL DROPS,4,29.99,45,OPE685,2027-07-01,1,1,,250017300965,2026-01-12,25-26/0000483,10322,MED WORLD PHARMA,,,,
64504,OLOGAZE EYE DROP,3,29.87,60,HE12597,2026-08-01,1,1,,250017300965,2026-01-12,25-26/0000483,10322,MED WORLD PHARMA,,,,
57626,PREGNANCY KIT ,18,11.55,40,MPHG24051,2026-07-01,1,1,,250017300965,2026-01-12,25-26/0000483,10322,MED WORLD PHARMA,,,,
64505,MUCOJAN 600,13,80.5,110,MNT92520,2026-05-01,10,10,,250017300965,2026-01-12,25-26/0000483,10322,MED WORLD PHARMA,,,,
56709,DIGITAL THERMOMETER(HICKS),2,99.98,150,2,2030-03-01,1,1,,250017300965,2026-01-12,25-26/0000483,10322,MED WORLD PHARMA,,,,
57347,X VIS 500,50,198.98,250,XT2410E,2026-09-01,10,10,,250017300965,2026-01-12,25-26/0000483,10322,MED WORLD PHARMA,,,,
57341,SYRINGE 2ML,14,2.1,5,2524G28,2028-04-01,1,1,,250017300965,2026-01-12,25-26/0000483,10322,MED WORLD PHARMA,,,,
44687,GLYCOHALE FB R/C,1,478.89,610,5BA1295,2026-10-01,1,1,,PD02623,2026-01-13,25-26/0000484,1107,NORTHERN PHARMA,KASARAGOD,0,0,0
57466,ASCORIL FLU DROPS,1,62.14,80,LB-072502,2026-12-01,1,1,,PD02623,2026-01-13,25-26/0000484,1107,NORTHERN PHARMA,KASARAGOD,0,0,0
56800,TICTAC STRAWBERRY,12,15.31,18,12,2028-06-01,1,1,,ASP05470,2026-01-12,25-26/0000485,10313,MINI AGENCIES,,,,
56802,TICTAC MINT,12,15.31,18,HGK,2026-06-01,1,1,,ASP05470,2026-01-12,25-26/0000485,10313,MINI AGENCIES,,,,
56801,TICTAC ORANGE,5,15.31,18,12,2026-06-01,1,1,,ASP05470,2026-01-12,25-26/0000485,10313,MINI AGENCIES,,,,
56785,NAN PRO 2,4,659.68,755,53360453L1,2026-11-01,1,1,,NAS16322,2026-01-12,25-26/0000486,10313,MINI AGENCIES,,,,
61048,LACTODEX 4 450GM,2,443.57,517.5,DG70250113,2027-01-01,1,1,,25128,2026-01-13,25-26/0000488,1100,MODERN PHARMA,KANNUR,0,32AAEFM3567C1ZN,0
64452,ASCORIL D+ SYP,2,120.71,157,11250968,2027-05-01,1,1,,25128,2026-01-13,25-26/0000488,1100,MODERN PHARMA,KANNUR,0,32AAEFM3567C1ZN,0
57465,ASCORIL LS 100ML,2,110.36,145,05251000A,2027-06-01,1,1,,25128,2026-01-13,25-26/0000488,1100,MODERN PHARMA,KANNUR,0,32AAEFM3567C1ZN,0
57509,ASCORIL LS JUNIOR,2,82.86,108,05251206A,2027-02-01,1,1,,25128,2026-01-13,25-26/0000488,1100,MODERN PHARMA,KANNUR,0,32AAEFM3567C1ZN,0
64507,CYRA TAB,52,21.42,28,CA22033,2027-05-01,10,10,,25128,2026-01-13,25-26/0000488,1100,MODERN PHARMA,KANNUR,0,32AAEFM3567C1ZN,0
57463,CANDIBIOTIC PLUS E/D,1,78.57,100,N25CP035,2027-01-01,1,1,,25128,2026-01-13,25-26/0000488,1100,MODERN PHARMA,KANNUR,0,32AAEFM3567C1ZN,0
62234,CANDID B CREAM 10G,4,90,118,11250739,2027-04-01,1,1,,25128,2026-01-13,25-26/0000488,1100,MODERN PHARMA,KANNUR,0,32AAEFM3567C1ZN,0
62233,DERMADEW BABY SOAP,3,142.37,185,B306,2028-10-01,1,1,,25128,2026-01-13,25-26/0000488,1100,MODERN PHARMA,KANNUR,0,32AAEFM3567C1ZN,0
64412,AKRALIC 6% OINT,1,49.48,62,K87,2027-04-01,1,1,,25128,2026-01-13,25-26/0000488,1100,MODERN PHARMA,KANNUR,0,32AAEFM3567C1ZN,0
64508,DERMADEW ALOE PLUS CREAM,2,170.85,245,B041,2027-07-01,1,1,,25128,2026-01-13,25-26/0000488,1100,MODERN PHARMA,KANNUR,0,32AAEFM3567C1ZN,0
57431,TOFATOID 5,82,35,70,LGP06/300/17,2027-05-01,10,10,,A002727,2026-01-13,25-26/0000489,10296,alka associates,,,,
64509,CARVEDIOL 6.25,120,8.9,15,DZP01ADA,2027-05-01,10,10,,A002727,2026-01-13,25-26/0000489,10296,alka associates,,,,
64510,CIDINITAB T 10/40,90,14.5,28,STC125001,2027-06-01,10,10,,A002727,2026-01-13,25-26/0000489,10296,alka associates,,,,
57262,KETONALOG ALFA ,100,53,85,STG-250846,2027-04-01,10,10,,A002727,2026-01-13,25-26/0000489,10296,alka associates,,,,
56665,SILODOSIA 8D,79,55,100,BTH01ACA,2027-01-01,10,10,,A002727,2026-01-13,25-26/0000489,10296,alka associates,,,,
46238,ALOEVERA GEL,4,37.5,50,1056,2026-11-01,1,1,,B2C-1704/25-26,2026-01-12,25-26/0000490,1052,GENERAL TRADE LINKS,KANNUR,0,32AAEFG2263D1ZI,0
57243,BOROLINE ,7,34,40,A478,2028-11-01,1,1,,B2C-1704/25-26,2026-01-12,25-26/0000490,1052,GENERAL TRADE LINKS,KANNUR,0,32AAEFG2263D1ZI,0
64511,DABUR HONEY 50GM,2,39,45,BD4046,2027-04-01,1,1,,B2C-1704/25-26,2026-01-12,25-26/0000490,1052,GENERAL TRADE LINKS,KANNUR,0,32AAEFG2263D1ZI,0
64408,DABUR HONEY 20GM,4,20,24,NP5994,2026-10-01,1,1,,B2C-1704/25-26,2026-01-12,25-26/0000490,1052,GENERAL TRADE LINKS,KANNUR,0,32AAEFG2263D1ZI,0
64409,DABUR HONEY 100GM,2,60,70,NP6125,2027-05-01,1,1,,B2C-1704/25-26,2026-01-12,25-26/0000490,1052,GENERAL TRADE LINKS,KANNUR,0,32AAEFG2263D1ZI,0
56814,GLUCORADE SHOTS ORANGE,20,144.95,200,O-25195,2026-11-01,20,20,,B2C-1704/25-26,2026-01-12,25-26/0000490,1052,GENERAL TRADE LINKS,KANNUR,0,32AAEFG2263D1ZI,0
56819,SEBOLIN 40G,2,45.72,65,2504,2029-09-01,1,1,,B2C-1704/25-26,2026-01-12,25-26/0000490,1052,GENERAL TRADE LINKS,KANNUR,0,32AAEFG2263D1ZI,0
44920,BREATH EAZY 200,1,155,190,A056725,2027-11-01,1,1,,B2C-1704/25-26,2026-01-12,25-26/0000490,1052,GENERAL TRADE LINKS,KANNUR,0,32AAEFG2263D1ZI,0
56812,KAYAM TAB 30`S,2,95,115,5123,2028-10-01,1,1,,B2C-1704/25-26,2026-01-12,25-26/0000490,1052,GENERAL TRADE LINKS,KANNUR,0,32AAEFG2263D1ZI,0
56832,SARVA MARMA THAILAM ,4,91,115,SBA043,2028-11-01,1,1,,B2C-1704/25-26,2026-01-12,25-26/0000490,1052,GENERAL TRADE LINKS,KANNUR,0,32AAEFG2263D1ZI,0
63330,INDIGO LEAF POWDER,3,46.67,60,SHP104,2029-01-01,1,1,,B2C-1704/25-26,2026-01-12,25-26/0000490,1052,GENERAL TRADE LINKS,KANNUR,0,32AAEFG2263D1ZI,0
43832,BD SYRINGE,54,9.06,11,4240013,2029-09-01,1,1,,189,2026-01-13,25-26/0000491,10311,MALABAR PHARMA,"CASA MARINA COMPLEX,THALAP,KANNUR",WLF20B2024KL001695,32BQKPN5471R1Z3,9037573266
56643,BREATH WELL SG CAP,25,16,40,DR25078B,2027-01-01,10,10,,189,2026-01-13,25-26/0000491,10311,MALABAR PHARMA,"CASA MARINA COMPLEX,THALAP,KANNUR",WLF20B2024KL001695,32BQKPN5471R1Z3,9037573266
44271,GENVOL PLUS,29,19,40,JSHY24007,2026-12-01,10,10,,189,2026-01-13,25-26/0000491,10311,MALABAR PHARMA,"CASA MARINA COMPLEX,THALAP,KANNUR",WLF20B2024KL001695,32BQKPN5471R1Z3,9037573266
64512,ADULT DIAPER STICK ON M SOAK SHIELD,1,220,300,CADM10-09,2028-03-01,1,1,,189,2026-01-13,25-26/0000491,10311,MALABAR PHARMA,"CASA MARINA COMPLEX,THALAP,KANNUR",WLF20B2024KL001695,32BQKPN5471R1Z3,9037573266
64513,KINDER GRIPE WATER,3,27,50,K25005ED,2027-02-01,1,1,,189,2026-01-13,25-26/0000491,10311,MALABAR PHARMA,"CASA MARINA COMPLEX,THALAP,KANNUR",WLF20B2024KL001695,32BQKPN5471R1Z3,9037573266
45684,OTRIVEL P NASAL SPRAY,10,25.35,45,KPN25A06A,2027-07-01,1,1,,189,2026-01-13,25-26/0000491,10311,MALABAR PHARMA,"CASA MARINA COMPLEX,THALAP,KANNUR",WLF20B2024KL001695,32BQKPN5471R1Z3,9037573266
46033,GLOVES HOUSEHOLD,5,43,75,HHG1025M,2028-02-01,1,1,,189,2026-01-13,25-26/0000491,10311,MALABAR PHARMA,"CASA MARINA COMPLEX,THALAP,KANNUR",WLF20B2024KL001695,32BQKPN5471R1Z3,9037573266
56641,DRESSING PAD 15*10,1,16.5,40,SP-15-0282,2027-08-01,1,1,,189,2026-01-13,25-26/0000491,10311,MALABAR PHARMA,"CASA MARINA COMPLEX,THALAP,KANNUR",WLF20B2024KL001695,32BQKPN5471R1Z3,9037573266
45683,OTRIVEL NASAL SPRAY,3,25.2,45,KPN25E10A,2027-07-01,1,1,,189,2026-01-13,25-26/0000491,10311,MALABAR PHARMA,"CASA MARINA COMPLEX,THALAP,KANNUR",WLF20B2024KL001695,32BQKPN5471R1Z3,9037573266
44768,DRESSING PAD 10*20,5,21.56,50,SP-20-0599,2027-08-01,1,1,,189,2026-01-13,25-26/0000491,10311,MALABAR PHARMA,"CASA MARINA COMPLEX,THALAP,KANNUR",WLF20B2024KL001695,32BQKPN5471R1Z3,9037573266
56902,NETAMOL 650MG,168,8,15,ABBAA24020,2027-05-01,15,15,,1126,2026-01-14,25-26/0000492,10283,MADHAVI ENTERPRISES,,,,9496360332
63249,NETADINE GARGLE,2,35,60,C101A,2027-04-01,1,1,,1126,2026-01-14,25-26/0000492,10283,MADHAVI ENTERPRISES,,,,9496360332
64514,NETADINE SOLUTION,1,30,45,1420725,2027-06-01,1,1,,1126,2026-01-14,25-26/0000492,10283,MADHAVI ENTERPRISES,,,,9496360332
63304,BREAST PUMP SMALL WONDER,1,505,750,25-03-02,2030-07-01,1,1,,1126,2026-01-14,25-26/0000492,10283,MADHAVI ENTERPRISES,,,,9496360332
57181,KNEE CAP L LEEFORD,2,205,260,FL05-L/24,2030-10-01,1,1,,1126,2026-01-14,25-26/0000492,10283,MADHAVI ENTERPRISES,,,,9496360332
57420,ENSHINE KIDS TOOTHPASTE,4,58,100,BLBQ5002,2027-07-01,1,1,,1126,2026-01-14,25-26/0000492,10283,MADHAVI ENTERPRISES,,,,9496360332
64515,SKINSHINE CREAM 30GM,1,60,148,E24927,2026-11-01,1,1,,1126,2026-01-14,25-26/0000492,10283,MADHAVI ENTERPRISES,,,,9496360332
64516,AMOXYCLAV SAFE DRY SYP,2,44.3,64,MFL0496,2026-12-01,1,1,,1126,2026-01-14,25-26/0000492,10283,MADHAVI ENTERPRISES,,,,9496360332
57116,IBUFYL PLUS SUSP,2,18.5,30,CTLH25004,2027-04-01,1,1,,1126,2026-01-14,25-26/0000492,10283,MADHAVI ENTERPRISES,,,,9496360332
44269,REDNISOL 8,22,21,45,4724006,2026-09-01,10,10,,1126,2026-01-14,25-26/0000492,10283,MADHAVI ENTERPRISES,,,,9496360332
57869,DYSTAMIDE 100,60,67,105,21485001,2027-02-01,10,10,,1126,2026-01-14,25-26/0000492,10283,MADHAVI ENTERPRISES,,,,9496360332
44233,REDNISOL 4,50,15.75,28,4715003,2027-05-01,10,10,,1126,2026-01-14,25-26/0000492,10283,MADHAVI ENTERPRISES,,,,9496360332
45064,NASOCAN N/D,6,18.5,40,DLTA5006,2027-09-01,1,1,,1126,2026-01-14,25-26/0000492,10283,MADHAVI ENTERPRISES,,,,9496360332
57828,LDC 11 JELLY,4,25.92,35,1827,2027-01-01,1,1,,2500173005243,2026-01-14,25-26/0000493,10268,FATHIMA MATHA MEDICALS,,,,
45140,V WASH PLUS 20ML,5,35.6,50,B224,2027-07-01,1,1,,2500173005243,2026-01-14,25-26/0000493,10268,FATHIMA MATHA MEDICALS,,,,
57630,BAND AID WASHPROOF,200,110,250,MW24-108,2028-02-01,100,100,,2500173005243,2026-01-14,25-26/0000493,10268,FATHIMA MATHA MEDICALS,,,,
45676,IV SET ,2,15,50,G25J020259,2030-09-01,1,1,,2500173005243,2026-01-14,25-26/0000493,10268,FATHIMA MATHA MEDICALS,,,,
57050,TISSUE PAPER,4,16,35,PCN003,2030-12-01,1,1,,2500173005243,2026-01-14,25-26/0000493,10268,FATHIMA MATHA MEDICALS,,,,
46053,CIPLADIN OINT 15GM,4,28,45,N0241137,2026-11-01,1,1,,2500173005243,2026-01-14,25-26/0000493,10268,FATHIMA MATHA MEDICALS,,,,
64455,MOOV OINT 50GM,1,213.5,255,A1239,2028-02-01,1,1,,2500173005243,2026-01-14,25-26/0000493,10268,FATHIMA MATHA MEDICALS,,,,
58883,VOLINI GEL 30GM,2,121.9,160,SXG1592A,2027-06-01,1,1,,2500173005243,2026-01-14,25-26/0000493,10268,FATHIMA MATHA MEDICALS,,,,
61070,ZINCOVIT DROPS,1,84.74,108,ZVD25033,2026-08-01,1,1,,2500173005243,2026-01-14,25-26/0000493,10268,FATHIMA MATHA MEDICALS,,,,
57591,ADULT DIAPER S FRIENDS,1,245,350,260924,2027-08-01,1,1,,2500173005243,2026-01-14,25-26/0000493,10268,FATHIMA MATHA MEDICALS,,,,
57721,DENTAL FLOSS FORCE 24,4,0,190,,2025-10-05,1,1,,,,25-26/0000001,0,,,,,
64517,LIP BALM MAXISOFT SPF 15,6,60,90,MLC501,2028-12-01,1,1,,405-7875344-4372316,2026-01-03,25-26/0000462,10325,AMAZON,,,,
64518,SAMPLE BOTTLE 30ML,25,6,10,SAM25,2029-01-15,1,1,,405-7875344-4372316,2026-01-03,25-26/0000462,10325,AMAZON,,,,
64520,NASAL RINSE BOTTLE,2,210,290,SINUSRINSE,2030-01-15,1,1,,405-7875344-4372316,2026-01-03,25-26/0000462,10325,AMAZON,,,,
64521,NIVEA SOFT MOIST CREAM 100ML,1,150,252,B54759150,2028-04-01,1,1,,405-7875344-4372316,2026-01-03,25-26/0000462,10325,AMAZON,,,,
